Load_Resistance_Ohm,Average_Vout_V,Minimum_Vout_V,Maximum_Vout_V,Output_Ripple_V,Output_Current_A,Output_Power_W,Average_Inductor_Current_A
10,6.992227978273056,6.986384047380089,6.997509537255251,0.011125489875161598,0.6992227978273056,4.88912521001445,1.0743666704264752
15,6.9925784019644315,6.9885854757852925,6.996008847402869,0.0074233716175768905,0.46617189346429544,3.259743513841296,0.7158185879011323
22,6.993548482085726,6.990329699198509,6.996238334392712,0.005908635194202816,0.31788856736753296,2.223169107785616,0.4844795430275933
27,6.987185644821369,6.9847194400783525,6.989239432401313,0.004519992322960853,0.25878465351190255,1.8081764161184373,0.3981686821293906
33,6.990968702765705,6.987269591391978,6.994249287754659,0.006979696362681587,0.2118475364474456,1.4810194970621091,0.3368346464738138
47,6.9858617550777655,6.981864716085754,6.989679973720431,0.007815257634677053,0.14863535649101628,1.0383460523629404,0.24572127492510024
68,7.006264804537161,7.003922349887597,7.00774243094693,0.003820081059332736,0.10303330594907589,0.7218786251661198,0.16445475670623716
