Time_s,Gate_V,Inductor_Current_A,Output_Voltage_V,Switching_Node_V,Diode_Current_A,Load_Current_A
5.87e-05,0.0,2.644240989872331,0.2394844261960598,0.9382888577522764,2.6401792787300837,0.0099785177581691
5.88e-05,0.0,2.648301505446135,0.240681818228839,0.9394844261960598,2.644240989872331,0.0100284090928682
5.89e-05,0.0,2.652360823627906,0.2418810332726359,0.940681818228839,2.648301505446135,0.0100783763863598
5.9e-05,0.0,2.6564189425946334,0.2430820707486548,0.941881033272636,2.652360823627906,0.0101284196145272
5.91e-05,0.0,2.660475860523885,0.2442849300772821,0.9430820707486548,2.6564189425946334,0.01017853875322
5.92e-05,0.0,2.6645315755938075,0.2454896106780869,0.944284930077282,2.660475860523885,0.0102287337782536
5.93e-05,0.0,2.6685860859831294,0.2466961119698213,0.9454896106780868,2.6645315755938075,0.0102790046654092
5.94e-05,0.0,2.67263938987116,0.2479044333704202,0.9466961119698212,2.6685860859831294,0.0103293513904341
5.95e-05,0.0,2.676691485437789,0.2491145742970024,0.9479044333704202,2.67263938987116,0.0103797739290417
5.96e-05,0.0,2.680742370863492,0.25032653416587,0.9491145742970024,2.676691485437789,0.0104302722569112
5.97e-05,0.0,2.684792044329326,0.2515403123925094,0.95032653416587,2.680742370863492,0.0104808463496878
5.98e-05,0.0,2.6888405040169334,0.252755908391591,0.9515403123925094,2.684792044329326,0.0105314961829829
5.99e-05,0.0,2.692887748108542,0.2539733215769701,0.9527559083915912,2.6888405040169334,0.0105822217323737
6e-05,0.0,2.6969337747869653,0.2551925513616865,0.95397332157697,2.692887748108542,0.0106330229734036
6.01e-05,5.0,2.701933774786965,0.2551877181694259,0.0,0.0,0.0106328215903927
6.02e-05,5.0,2.706933774786965,0.255182885068703,0.0,0.0,0.0106326202111959
6.03e-05,5.0,2.711933774786965,0.2551780520595161,0.0,0.0,0.0106324188358131
6.04e-05,5.0,2.716933774786965,0.2551732191418634,0.0,0.0,0.0106322174642443
6.05e-05,5.0,2.7219337747869647,0.2551683863157433,0.0,0.0,0.0106320160964893
6.06e-05,5.0,2.7269337747869646,0.255163553581154,0.0,0.0,0.010631814732548
6.07e-05,5.0,2.7319337747869645,0.2551587209380938,0.0,0.0,0.0106316133724205
6.08e-05,5.0,2.7369337747869644,0.2551538883865609,0.0,0.0,0.0106314120161067
6.09e-05,5.0,2.7419337747869643,0.2551490559265535,0.0,0.0,0.0106312106636064
6.1e-05,5.0,2.746933774786964,0.2551442235580701,0.0,0.0,0.0106310093149195
6.11e-05,5.0,2.751933774786964,0.2551393912811087,0.0,0.0,0.0106308079700461
6.12e-05,5.0,2.756933774786964,0.2551345590956678,0.0,0.0,0.0106306066289861
6.13e-05,5.0,2.761933774786964,0.2551297270017455,0.0,0.0,0.0106304052917393
6.14e-05,5.0,2.766933774786964,0.2551248949993402,0.0,0.0,0.0106302039583058
6.149999999999999e-05,5.0,2.771933774786964,0.2551200630884501,0.0,0.0,0.0106300026286854
6.159999999999999e-05,5.0,2.776933774786964,0.2551152312690734,0.0,0.0,0.010629801302878
